Dec 28, 2015|228.90|229.05|229.95|228.00|8.76M|0.26%
Dec 29, 2015|228.20|228.85|229.95|227.50|7.26M|-0.31%
Dec 30, 2015|225.80|229.00|229.70|224.85|11.70M|-1.05%
Dec 31, 2015|224.45|225.95|226.55|224.00|11.56M|-0.60%
Jan 01, 2016|227.80|225.00|228.90|224.50|6.45M|1.49%
Jan 04, 2016|220.70|226.95|226.95|220.05|14.09M|-3.12%
Jan 05, 2016|217.75|222.80|222.80|217.00|15.07M|-1.34%
Jan 06, 2016|216.85|217.90|219.90|216.40|11.92M|-0.41%
Jan 07, 2016|209.55|214.00|214.10|209.00|14.34M|-3.37%
Jan 08, 2016|208.95|212.00|212.50|208.60|11.75M|-0.29%
Jan 11, 2016|204.30|206.80|207.50|202.65|19.29M|-2.23%
Jan 12, 2016|199.40|204.85|205.00|198.60|20.32M|-2.40%
Jan 13, 2016|200.90|201.35|202.40|194.00|23.79M|0.75%
Jan 14, 2016|196.05|197.00|201.50|194.30|20.26M|-2.41%
Jan 15, 2016|184.30|197.80|197.80|181.00|29.09M|-5.99%
Jan 18, 2016|181.00|184.90|188.15|179.15|35.65M|-1.79%
Jan 19, 2016|182.95|182.15|187.80|181.50|24.50M|1.08%
Jan 20, 2016|173.65|180.65|180.65|171.50|28.66M|-5.08%
Jan 21, 2016|175.60|177.00|178.65|172.05|28.70M|1.12%
Jan 22, 2016|184.60|179.90|185.40|178.30|21.43M|5.13%
Jan 25, 2016|182.95|187.90|188.80|182.50|17.53M|-0.89%
Jan 27, 2016|184.40|184.40|186.20|181.05|16.57M|0.79%
Jan 28, 2016|185.25|184.20|185.90|182.50|20.24M|0.46%
Jan 29, 2016|179.90|184.20|185.75|178.10|24.26M|-2.89%
Feb 01, 2016|172.75|181.95|181.95|172.10|22.92M|-3.97%
Feb 02, 2016|169.40|173.10|177.40|168.60|35.96M|-1.94%
Feb 03, 2016|166.05|167.80|167.80|163.25|24.13M|-1.98%
Feb 04, 2016|162.85|169.30|169.80|160.20|23.81M|-1.93%
Feb 05, 2016|168.20|163.70|169.30|162.20|22.73M|3.29%
Feb 08, 2016|172.15|169.45|176.90|168.55|22.29M|2.35%
Feb 09, 2016|167.05|168.00|172.40|166.10|19.01M|-2.96%
Feb 10, 2016|159.00|165.00|166.20|158.00|32.29M|-4.82%
Feb 11, 2016|154.25|159.50|167.50|152.20|72.75M|-2.99%
Feb 12, 2016|154.80|156.15|157.65|148.25|41.19M|0.36%
Feb 15, 2016|167.85|159.00|170.00|158.00|35.96M|8.43%
Feb 16, 2016|156.40|170.75|170.75|155.65|33.82M|-6.82%
Feb 17, 2016|158.95|155.00|159.85|151.25|32.45M|1.63%
Feb 18, 2016|159.80|161.95|163.70|156.40|21.02M|0.53%
Feb 19, 2016|164.70|157.90|165.30|157.10|24.59M|3.07%
Feb 22, 2016|164.95|165.95|166.80|163.70|15.82M|0.15%
Feb 23, 2016|158.50|165.00|165.00|158.00|20.20M|-3.91%
Feb 24, 2016|156.30|156.00|160.70|155.30|19.44M|-1.39%
Feb 25, 2016|151.80|157.60|158.10|151.00|22.71M|-2.88%
Feb 26, 2016|155.90|155.50|158.70|152.55|30.05M|2.70%
Feb 29, 2016|158.75|158.20|163.90|153.00|66.98M|1.83%
Mar 01, 2016|162.05|160.50|162.90|158.55|23.59M|2.08%
Mar 02, 2016|181.15|172.50|183.20|172.50|53.33M|11.79%
Mar 03, 2016|182.75|184.00|184.60|178.50|33.51M|0.88%
Mar 04, 2016|188.40|183.40|189.85|178.50|38.86M|3.09%
Mar 08, 2016|183.35|186.95|186.95|181.40|27.93M|-2.68%
Mar 09, 2016|183.40|180.00|184.00|178.70|29.45M|0.03%
Mar 10, 2016|180.50|184.75|184.75|179.40|20.47M|-1.58%
Mar 11, 2016|180.10|180.00|182.65|177.55|21.87M|-0.22%
Mar 14, 2016|181.75|182.45|183.40|180.70|14.37M|0.92%
Mar 15, 2016|185.30|181.65|186.20|181.65|22.37M|1.95%
Mar 16, 2016|185.20|185.00|185.90|181.60|19.24M|-0.05%
Mar 17, 2016|186.35|188.00|189.30|185.00|21.56M|0.62%
Mar 18, 2016|191.25|186.85|192.00|186.00|21.14M|2.63%
Mar 21, 2016|196.80|193.00|197.30|193.00|20.68M|2.90%
Mar 22, 2016|197.50|196.80|198.25|194.50|16.73M|0.36%
